Image,actual_shape,predicted_shape,generated_caption,Description
Setarches guenthari_Sp14_L (3).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (4).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (5).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (6).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (7).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (8).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_R (1).tif,fusiform to lancelolated,fusiform,"Type: Sagittal. Side: Right otolith. Shape: fusiform, entire to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and sinuate to dentate  ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened to irregular."
Setarches guenthari_Sp14_R (2).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and sinuate to dentate  ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened to irregular."
Setarches guenthari_Sp14_R (3).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and sinuate to dentate  ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened to irregular."
Setarches guenthari_Sp14_R (4).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and sinuate to dentate  ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened to irregular."
Setarches guenthari_Sp14_R (5).tif,fusiform to lancelolated,fusiform,"Type: Sagittal. Side: Right otolith. Shape: fusiform, entire to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and sinuate to dentate  ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened to irregular."
Setarches guenthari_Sp14_R (6).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and sinuate to dentate  ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened to irregular."
Setarches guenthari_Sp14_R (7).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and sinuate to dentate  ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened to irregular."
Setarches guenthari_Sp15_L (1).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, irregular to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate to lobed dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt."
Setarches guenthari_Sp15_L (2).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate to lobed dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt."
Setarches guenthari_Sp15_L (3).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, irregular to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate to lobed dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt."
Setarches guenthari_Sp15_L (4).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate to lobed dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt."
